EOSUSDT,SUSHIUSDT,BALUSDT,KNCUSDT,SRMUSDT,ENJUSDT,ZRXUSDT,QTUMUSDT,ATOMUSDT,IOTAUSDT,WAVESUSDT,ADAUSDT,BCHUSDT,XTZUSDT,BNBUSDT,IOSTUSDT,HNTUSDT,ETCUSDT,XMRUSDT,YFIUSDT,ZECUSDT,ETHUSDT,BZRXUSDT,BATUSDT,ALGOUSDT,DOGEUSDT,RLCUSDT,TRXUSDT,STORJUSDT,SNXUSDT,AVAXUSDT,XLMUSDT,NEOUSDT,MKRUSDT,DASHUSDT,THETAUSDT,KAVAUSDT,UNIUSDT,RUNEUSDT,LINKUSDT,DEFIUSDT,COMPUSDT,SOLUSDT,BTCUSDT,OMGUSDT,ICXUSDT,BLZUSDT,FTMUSDT,YFIIUSDT,LTCUSDT,BANDUSDT,XRPUSDT,SXPUSDT,CRVUSDT,DOTUSDT,EGLDUSDT,VETUSDT,ONTUSDT,TRBUSDT,ZILUSDT,LENDUSDT,FLMUSDT
2.481,1.1434,15.515,0.88685,1.6001,0.14506,0.3632,2.226,4.762,0.2582,2.3858,0.09173,215.73,2.052,26.287,0.005297,1.4845,5.082,95.87,20108.5,61.23,338.10,0.1676,0.2163,0.2985,0.002554,0.8159,0.02451,0.4354,4.063,3.8440,0.07018,17.642,541.27,64.98,0.6741,1.9848,3.8683,0.4163,9.033,529.8,120.53,2.5166,10443.81,3.7016,0.3887,0.09228,0.031349,2523.4,44.75,5.7898,0.2311,1.4050,0.773,4.020,9.215,0.011836,0.5772,18.553,0.01690,0.5040,0.4485
2.454,1.0826,15.181,0.88394,1.6014,0.14580,0.3624,2.232,4.740,0.2569,2.3479,0.09172,215.60,2.063,26.068,0.005308,1.4826,5.065,95.59,19681.6,60.19,337.99,0.1631,0.2170,0.2997,0.002569,0.8052,0.02428,0.4335,4.092,3.7710,0.07014,17.554,536.83,64.84,0.6612,2.0163,3.7135,0.4159,8.926,523.2,117.94,2.5088,10456.06,3.6722,0.3867,0.09242,0.031408,2521.9,44.41,5.7754,0.2307,1.4100,0.750,3.947,9.136,0.011732,0.5746,18.369,0.01696,0.4972,0.4475
2.454,1.0780,15.057,0.88935,1.6036,0.14616,0.3648,2.215,4.750,0.2577,2.3482,0.09046,215.17,2.045,26.080,0.005331,1.4791,5.070,95.75,19527.5,59.89,336.90,0.1625,0.2185,0.3008,0.002560,0.8006,0.02435,0.4304,4.074,3.7592,0.06947,17.479,531.89,64.80,0.6583,2.0136,3.6883,0.4245,8.842,520.8,117.51,2.4777,10430.13,3.6414,0.3907,0.09167,0.031330,2493.3,44.33,5.7939,0.2297,1.3826,0.746,3.970,9.204,0.011820,0.5719,18.585,0.01683,0.4987,0.4463
2.460,1.0970,15.260,0.89723,1.6282,0.14785,0.3713,2.261,4.835,0.2611,2.3717,0.09202,216.86,2.062,26.437,0.005385,1.4900,5.111,97.28,20322.7,60.57,339.47,0.1650,0.2187,0.3108,0.002593,0.8045,0.02456,0.4390,4.167,3.8570,0.07035,18.109,537.25,65.34,0.6746,2.0446,3.8157,0.4336,9.006,532.0,119.90,2.5238,10483.87,3.7002,0.3989,0.09305,0.032069,2563.7,44.67,5.9200,0.2305,1.4060,0.760,4.015,9.311,0.011800,0.5806,19.079,0.01727,0.5102,0.4510
2.472,1.1135,15.310,0.93393,1.6394,0.14989,0.3787,2.283,4.830,0.2629,2.4275,0.09227,218.27,2.086,26.872,0.005419,1.4969,5.144,97.51,20570.6,62.31,341.89,0.1653,0.2202,0.3112,0.002584,0.8171,0.02483,0.4567,4.199,3.9229,0.07077,18.070,539.00,65.61,0.6869,2.0887,3.8562,0.4353,9.150,539.7,122.52,2.5481,10526.40,3.7338,0.4015,0.09449,0.032857,2614.4,44.86,6.0172,0.2319,1.4177,0.772,4.047,9.396,0.011838,0.5866,19.132,0.01764,0.5197,0.4529
2.472,1.1179,15.427,0.92160,1.6623,0.15100,0.3798,2.278,4.911,0.2605,2.4510,0.09304,218.98,2.082,26.856,0.005460,1.4933,5.152,97.04,21230.1,62.55,344.16,0.1683,0.2211,0.3160,0.002584,0.8276,0.02487,0.4628,4.288,3.9380,0.07085,18.104,544.10,65.54,0.6871,2.1090,3.9379,0.4393,9.226,546.3,121.77,2.6355,10516.55,3.7799,0.4034,0.09668,0.033571,2652.3,44.81,6.1159,0.2322,1.4298,0.771,4.080,9.412,0.011961,0.5874,19.660,0.01794,0.5313,0.4528
2.457,1.1006,15.414,0.90897,1.6299,0.14914,0.3772,2.258,4.869,0.2600,2.4180,0.09246,217.40,2.048,26.848,0.005432,1.4849,5.131,96.32,20755.0,61.66,342.93,0.1650,0.2210,0.3130,0.002574,0.8232,0.02507,0.4541,4.287,3.8690,0.07053,18.025,542.70,65.18,0.6712,2.0898,3.8501,0.4447,9.103,536.5,120.06,2.6118,10507.17,3.7044,0.3986,0.09494,0.032949,2568.0,44.80,5.9426,0.2315,1.4080,0.757,4.036,9.323,0.011887,0.5831,19.388,0.01790,0.5156,0.4433
2.475,1.1111,15.601,0.92498,1.6509,0.15228,0.3820,2.288,4.952,0.2647,2.4684,0.09354,219.17,2.070,27.354,0.005472,1.4948,5.168,98.74,20983.5,63.29,344.52,0.1675,0.2248,0.3185,0.002591,0.8403,0.02542,0.4800,4.360,3.8971,0.07100,18.245,546.40,65.98,0.6951,2.1366,3.9191,0.4536,9.230,546.4,122.00,2.6623,10540.00,3.7539,0.4079,0.09763,0.033485,2636.6,45.12,6.1006,0.2328,1.4237,0.779,4.085,9.516,0.012091,0.5948,19.895,0.01826,0.5303,0.4408
2.469,1.0994,15.553,0.91936,1.6423,0.15268,0.3830,2.290,4.967,0.2653,2.4655,0.09358,218.94,2.072,27.190,0.005504,1.4933,5.184,98.96,20843.0,64.10,344.04,0.1667,0.2239,0.3169,0.002590,0.8446,0.02548,0.4695,4.363,3.9458,0.07094,18.186,553.64,66.02,0.6972,2.1136,3.8976,0.4594,9.241,545.4,120.78,2.6622,10532.97,3.8041,0.4072,0.09778,0.033477,2589.3,44.98,6.0678,0.2323,1.4216,0.768,4.073,9.522,0.012042,0.5957,19.915,0.01817,0.5292,0.4454
2.466,1.0992,15.951,0.92229,1.6372,0.15347,0.3859,2.292,4.943,0.2652,2.4633,0.09339,218.47,2.075,27.147,0.005477,1.5004,5.174,100.11,20983.2,64.37,344.35,0.1670,0.2242,0.3160,0.002587,0.8530,0.02552,0.4718,4.392,3.9060,0.07104,18.311,552.32,65.95,0.6958,2.1222,3.8986,0.4658,9.218,547.5,120.37,2.6561,10546.49,3.8340,0.4067,0.09900,0.033196,2607.8,44.91,6.0037,0.2325,1.4066,0.774,4.095,9.540,0.011982,0.5967,20.015,0.01826,0.5353,0.4428
2.459,1.0942,15.864,0.91329,1.6181,0.15142,0.3822,2.274,4.899,0.2638,2.4186,0.09276,217.48,2.082,26.920,0.005440,1.4822,5.151,98.31,20459.0,63.45,343.13,0.1648,0.2228,0.3133,0.002575,0.8567,0.02556,0.4645,4.348,3.8356,0.07051,18.044,545.60,65.62,0.6878,2.0862,3.8331,0.4604,9.132,540.1,119.16,2.6088,10511.99,3.7730,0.3988,0.09721,0.032740,2566.0,44.74,5.9911,0.2318,1.3884,0.762,4.077,9.395,0.011945,0.5920,19.717,0.01814,0.5277,0.4360
2.469,1.1109,16.171,0.91760,1.6301,0.15208,0.3853,2.287,4.933,0.2657,2.4508,0.09395,218.39,2.097,27.252,0.005468,1.4908,5.173,100.48,21062.9,63.93,346.43,0.1666,0.2238,0.3167,0.002588,0.8691,0.02595,0.4668,4.405,3.8771,0.07115,18.155,550.46,65.94,0.6885,2.1036,3.8987,0.4632,9.266,546.7,119.93,2.6400,10536.71,3.8131,0.3987,0.09836,0.033163,2595.1,44.99,6.0130,0.2330,1.3942,0.766,4.129,9.467,0.012066,0.5980,19.951,0.01845,0.5396,0.4395
2.452,1.0923,15.595,0.90253,1.6002,0.14828,0.3819,2.245,4.836,0.2619,2.4065,0.09205,217.02,2.050,26.757,0.005353,1.4908,5.128,99.33,20607.4,63.05,341.85,0.1607,0.2191,0.3109,0.002565,0.8484,0.02560,0.4539,4.324,3.7664,0.07003,17.806,546.60,65.27,0.6773,2.0245,3.7928,0.4500,9.027,533.4,117.88,2.5733,10466.29,3.7503,0.3840,0.09567,0.032444,2544.4,44.48,5.8936,0.2312,1.3644,0.742,4.065,9.248,0.011752,0.5876,19.609,0.01740,0.5217,0.4319
2.474,1.1140,15.837,0.92083,1.6283,0.15131,0.3878,2.282,4.874,0.2674,2.4427,0.09285,218.78,2.090,27.044,0.005426,1.5199,5.183,101.85,20881.1,63.66,344.64,0.1646,0.2236,0.3157,0.002593,0.8656,0.02603,0.4651,4.377,3.8485,0.07085,18.036,549.94,66.07,0.6876,2.0830,3.8785,0.4554,9.186,543.5,120.06,2.6044,10547.20,3.8355,0.3921,0.09797,0.033131,2607.7,44.83,6.0159,0.2334,1.3884,0.753,4.101,9.390,0.011905,0.5958,20.062,0.01804,0.5340,0.4424
2.479,1.1171,15.760,0.92525,1.6509,0.15016,0.3891,2.287,4.902,0.2680,2.4526,0.09288,219.67,2.086,27.285,0.005445,1.5192,5.173,101.32,21039.7,63.86,345.41,0.1657,0.2241,0.3155,0.002589,0.8694,0.02591,0.4689,4.411,3.8972,0.07091,18.073,552.09,65.97,0.6955,2.1048,3.8940,0.4568,9.202,546.0,120.30,2.6236,10565.15,3.7856,0.3949,0.09829,0.033286,2608.7,44.91,6.0378,0.2338,1.4036,0.762,4.125,9.405,0.011860,0.5977,20.080,0.01803,0.5334,0.4675
2.471,1.1028,15.718,0.92773,1.6551,0.15027,0.3887,2.287,4.910,0.2688,2.4298,0.09259,219.90,2.091,27.053,0.005425,1.5160,5.160,102.12,20912.5,63.61,343.80,0.1647,0.2232,0.3145,0.002585,0.8668,0.02614,0.4690,4.402,3.8964,0.07068,17.986,551.37,65.70,0.6944,2.0983,3.8471,0.4531,9.164,543.5,120.97,2.6181,10540.98,3.7909,0.3919,0.09772,0.032957,2561.8,44.89,5.9795,0.2332,1.3989,0.762,4.084,9.369,0.011803,0.5949,19.990,0.01771,0.5296,0.4342
2.478,1.1174,15.950,0.92845,1.6663,0.14989,0.3899,2.311,4.972,0.2702,2.4511,0.09328,220.72,2.094,27.242,0.005452,1.5277,5.175,102.43,21280.0,63.58,345.48,0.1653,0.2241,0.3163,0.002594,0.8727,0.02612,0.4674,4.400,3.9176,0.07104,18.077,561.93,65.94,0.6930,2.1033,3.8478,0.4590,9.199,547.1,122.45,2.6315,10533.20,3.8326,0.3943,0.09881,0.033124,2618.7,44.97,6.0327,0.2333,1.4296,0.766,4.095,9.424,0.011834,0.5994,20.157,0.01782,0.5312,0.4360
2.473,1.1150,15.963,0.93021,1.6599,0.14967,0.3878,2.312,4.969,0.2709,2.4343,0.09345,219.86,2.088,27.281,0.005432,1.5566,5.160,102.06,21317.9,63.21,345.56,0.1645,0.2241,0.3157,0.002588,0.8773,0.02646,0.4683,4.390,3.9072,0.07118,18.041,570.00,65.80,0.6873,2.0955,3.8636,0.4622,9.211,548.3,122.82,2.6332,10534.25,3.8180,0.3916,0.09845,0.033033,2627.2,44.90,6.0525,0.2330,1.4169,0.761,4.083,9.406,0.011837,0.5990,19.927,0.01770,0.5304,0.4384
2.483,1.1196,15.997,0.93318,1.6570,0.15052,0.3902,2.317,5.041,0.2721,2.4479,0.09459,221.23,2.114,27.321,0.005467,1.5744,5.152,102.82,21391.1,63.73,347.80,0.1661,0.2247,0.3188,0.002596,0.8797,0.02668,0.4709,4.422,3.9818,0.07152,18.204,577.33,66.23,0.6940,2.1156,3.9535,0.4709,9.254,553.3,122.74,2.6413,10548.07,3.8653,0.3954,0.10009,0.033285,2642.2,45.36,6.0959,0.2340,1.4442,0.771,4.097,9.454,0.011892,0.6033,20.086,0.01776,0.5348,0.4361
2.479,1.1180,15.900,0.94845,1.6558,0.15062,0.3909,2.311,5.043,0.2720,2.4489,0.09429,220.97,2.111,27.793,0.005469,1.5885,5.146,103.18,21413.1,63.71,347.68,0.1661,0.2247,0.3181,0.002594,0.8810,0.02672,0.4725,4.406,3.9373,0.07169,18.198,582.87,66.31,0.6978,2.1388,3.9203,0.4766,9.265,554.3,123.32,2.6421,10552.62,3.8450,0.3958,0.10081,0.033330,2633.5,45.23,6.1366,0.2343,1.4460,0.772,4.104,9.454,0.011929,0.6007,20.020,0.01782,0.5456,0.4474
2.477,1.1116,15.798,0.94162,1.6422,0.15039,0.3920,2.299,5.019,0.2722,2.4350,0.09436,220.19,2.095,27.512,0.005455,1.5581,5.126,103.19,21201.1,63.50,346.11,0.1647,0.2243,0.3156,0.002602,0.8844,0.02663,0.4657,4.394,3.9058,0.07143,18.134,573.20,66.12,0.7070,2.1260,3.8828,0.4821,9.218,550.4,122.27,2.6316,10533.83,3.8296,0.3939,0.09956,0.033025,2585.5,45.11,6.0770,0.2336,1.4332,0.766,4.086,9.441,0.011887,0.5970,19.821,0.01773,0.5452,0.4423
2.472,1.1011,15.730,0.93424,1.6458,0.15028,0.3904,2.291,5.016,0.2715,2.4201,0.09369,219.08,2.078,27.613,0.005434,1.5617,5.096,101.99,20832.6,62.59,345.55,0.1637,0.2227,0.3150,0.002617,0.8774,0.02677,0.4612,4.398,3.9233,0.07118,18.005,570.33,65.90,0.7027,2.1032,3.9132,0.4870,9.177,548.0,121.45,2.6342,10524.29,3.7523,0.3931,0.09907,0.032603,2585.8,45.13,6.0418,0.2331,1.4326,0.759,4.052,9.418,0.011828,0.5929,19.781,0.01758,0.5411,0.4478
2.471,1.1031,15.765,0.92915,1.6492,0.14938,0.3869,2.288,4.989,0.2721,2.4177,0.09355,219.69,2.082,27.648,0.005439,1.5614,5.106,101.49,21292.2,62.50,345.81,0.1643,0.2223,0.3150,0.002606,0.8749,0.02684,0.4581,4.378,3.9145,0.07113,17.963,574.92,65.86,0.7037,2.0965,3.9052,0.4820,9.167,548.4,121.39,2.6349,10523.67,3.7617,0.3928,0.09856,0.032294,2616.4,45.23,6.0835,0.2332,1.4295,0.757,4.062,9.427,0.011780,0.5926,19.620,0.01750,0.5396,0.4539
2.477,1.1052,15.766,0.93879,1.6403,0.14956,0.3852,2.295,5.001,0.2708,2.4197,0.09359,219.36,2.089,27.387,0.005452,1.5590,5.096,101.65,21158.1,62.54,345.42,0.1650,0.2217,0.3205,0.002613,0.8750,0.02704,0.4582,4.387,3.9105,0.07077,17.821,575.73,65.90,0.6942,2.0990,3.8832,0.4846,9.129,548.8,121.85,2.6123,10503.77,3.7378,0.3922,0.09907,0.032149,2621.3,45.37,6.1054,0.2332,1.4330,0.757,4.052,9.419,0.011789,0.5916,19.494,0.01789,0.5384,0.4510
2.484,1.1139,15.789,0.94230,1.6423,0.14982,0.3866,2.300,5.033,0.2726,2.4340,0.09407,219.93,2.096,27.419,0.005469,1.5561,5.115,102.00,21004.3,63.16,345.90,0.1661,0.2229,0.3227,0.002614,0.8747,0.02736,0.4631,4.421,3.9247,0.07097,17.879,575.64,66.14,0.7043,2.1060,3.9105,0.4825,9.216,551.4,122.98,2.6223,10524.23,3.7828,0.3938,0.10057,0.032724,2592.6,45.57,6.1104,0.2336,1.4381,0.765,4.081,9.435,0.011837,0.5930,19.600,0.01814,0.5460,0.4616
2.494,1.1264,16.578,0.94814,1.6480,0.15141,0.3886,2.320,5.085,0.2777,2.4702,0.09508,220.39,2.120,27.715,0.005493,1.5691,5.128,102.07,21429.7,62.95,347.88,0.1694,0.2241,0.3255,0.002613,0.8809,0.02749,0.4699,4.446,4.0535,0.07151,18.082,576.78,66.43,0.7140,2.1271,3.9539,0.4826,9.287,556.8,125.45,2.6397,10542.71,3.8284,0.3980,0.10441,0.032401,2635.8,45.67,6.1101,0.2347,1.4490,0.793,4.108,9.440,0.011930,0.5970,19.837,0.01884,0.5553,0.4830
2.492,1.1181,16.497,0.94996,1.6554,0.15079,0.3868,2.304,5.037,0.2795,2.4617,0.09436,219.92,2.110,27.499,0.005474,1.5537,5.114,101.58,21308.6,62.49,347.29,0.1688,0.2237,0.3226,0.002605,0.8778,0.02736,0.4684,4.437,4.0314,0.07113,17.861,574.44,66.22,0.7130,2.1236,3.9195,0.4788,9.233,555.0,124.28,2.6656,10530.89,3.7969,0.3952,0.10449,0.032205,2612.3,45.48,6.0611,0.2342,1.4377,0.798,4.109,9.415,0.011898,0.5938,19.791,0.01880,0.5522,0.4757
2.484,1.1128,16.260,0.94192,1.6404,0.15010,0.3835,2.299,5.029,0.2760,2.4556,0.09434,219.27,2.096,27.592,0.005461,1.5352,5.108,101.98,21069.6,62.35,346.13,0.1673,0.2228,0.3217,0.002598,0.8718,0.02712,0.4629,4.403,4.0241,0.07110,17.732,572.87,66.19,0.7093,2.1030,3.8982,0.4699,9.190,551.1,123.44,2.6517,10531.11,3.7801,0.3936,0.10370,0.032028,2588.7,45.46,6.0638,0.2335,1.4386,0.788,4.097,9.385,0.011831,0.5937,19.711,0.01868,0.5454,0.4754
2.481,1.1111,16.453,0.94290,1.6425,0.15004,0.3819,2.296,4.972,0.2758,2.4453,0.09393,219.49,2.115,27.556,0.005446,1.5317,5.090,101.60,21099.2,61.61,345.84,0.1672,0.2228,0.3224,0.002600,0.8690,0.02734,0.4637,4.406,3.9886,0.07107,17.910,570.27,66.10,0.7074,2.0968,3.8925,0.4679,9.163,550.1,122.76,2.6489,10523.22,3.7650,0.3936,0.10249,0.032031,2586.9,45.48,6.1058,0.2335,1.4380,0.787,4.091,9.380,0.011792,0.5928,19.647,0.01878,0.5444,0.4662
2.482,1.0937,16.482,0.94618,1.6333,0.15008,0.3814,2.303,4.988,0.2756,2.4397,0.09392,219.37,2.109,27.672,0.005437,1.5308,5.101,101.12,20870.9,61.90,346.21,0.1673,0.2224,0.3211,0.002601,0.8645,0.02741,0.4644,4.401,3.9798,0.07098,17.766,570.55,66.08,0.7237,2.0955,3.8581,0.4688,9.146,548.4,122.27,2.6371,10530.00,3.7665,0.3936,0.10270,0.032146,2525.0,45.51,6.1336,0.2336,1.4230,0.784,4.066,9.423,0.011863,0.5920,19.656,0.01920,0.5497,0.4545
2.489,1.1070,16.635,0.95445,1.6376,0.15105,0.3827,2.318,5.013,0.2754,2.4464,0.09437,219.77,2.111,28.102,0.005445,1.5415,5.123,101.37,21010.7,62.17,347.17,0.1683,0.2219,0.3209,0.002608,0.8608,0.02792,0.4685,4.526,4.0132,0.07104,17.959,572.02,66.19,0.7416,2.1115,3.8988,0.4864,9.187,552.2,122.75,2.6373,10536.95,3.7901,0.3942,0.10401,0.032334,2542.4,45.80,6.1413,0.2334,1.4316,0.787,4.091,9.488,0.011843,0.5968,19.814,0.01935,0.5563,0.4608
2.491,1.1110,16.673,0.95544,1.6450,0.15367,0.3847,2.335,5.046,0.2762,2.4562,0.09440,220.73,2.133,28.024,0.005467,1.5422,5.164,102.34,20761.9,62.81,347.60,0.1705,0.2239,0.3252,0.002615,0.8659,0.02825,0.4674,4.453,4.1523,0.07123,18.058,575.70,66.29,0.7343,2.1312,3.9059,0.4853,9.232,554.5,123.90,2.6500,10575.07,3.8025,0.4003,0.10611,0.032668,2539.2,45.88,6.1959,0.2342,1.4320,0.794,4.097,9.520,0.012055,0.5991,20.226,0.01950,0.5632,0.4622
2.491,1.1080,16.568,0.94874,1.6406,0.15271,0.3841,2.330,5.015,0.2754,2.4629,0.09450,220.38,2.130,28.038,0.005402,1.5397,5.155,102.84,20276.0,62.55,347.82,0.1696,0.2238,0.3276,0.002605,0.8562,0.02813,0.4655,4.445,4.1118,0.07130,17.891,575.71,66.27,0.7362,2.1300,3.9297,0.4853,9.255,552.9,124.06,2.6466,10575.76,3.7900,0.3992,0.10578,0.032556,2525.6,45.84,6.1490,0.2340,1.4299,0.793,4.104,9.476,0.012051,0.5975,20.062,0.01938,0.5634,0.4591
2.500,1.1198,16.746,0.94397,1.6489,0.15320,0.3869,2.336,5.072,0.2741,2.4751,0.09440,220.20,2.138,28.055,0.005413,1.5368,5.171,103.10,20435.5,62.83,350.07,0.1705,0.2243,0.3263,0.002609,0.8601,0.02835,0.4719,4.477,4.1437,0.07150,18.042,577.95,66.39,0.7662,2.1323,4.0616,0.4868,9.426,559.1,124.82,2.6581,10568.86,3.8403,0.4010,0.10616,0.033072,2552.9,45.91,6.1631,0.2342,1.4437,0.799,4.097,9.504,0.012068,0.6014,20.103,0.01931,0.5672,0.4730
2.499,1.1108,16.585,0.93925,1.6482,0.15341,0.3869,2.342,5.113,0.2744,2.4919,0.09442,219.99,2.142,28.005,0.005418,1.5325,5.177,103.59,20363.3,62.89,349.84,0.1708,0.2241,0.3258,0.002610,0.8579,0.02820,0.4715,4.507,4.1092,0.07204,18.058,578.13,66.40,0.7728,2.1326,4.0429,0.4827,9.408,557.2,124.22,2.6544,10577.29,3.8071,0.4013,0.10532,0.033410,2528.2,45.91,6.1709,0.2343,1.4437,0.803,4.108,9.517,0.012150,0.6070,19.915,0.01934,0.5654,0.4660
2.494,1.0930,16.421,0.92744,1.6344,0.15248,0.3851,2.326,5.103,0.2724,2.4687,0.09353,219.05,2.121,27.916,0.005390,1.4840,5.155,103.00,19833.7,62.35,348.89,0.1690,0.2228,0.3228,0.002600,0.8523,0.02807,0.4664,4.470,4.0533,0.07164,17.983,578.36,66.14,0.7575,2.1134,4.0064,0.4759,9.375,551.8,124.09,2.6208,10560.43,3.7874,0.3987,0.10447,0.033087,2442.7,45.80,6.0390,0.2336,1.4304,0.785,4.097,9.417,0.012049,0.6022,19.452,0.01893,0.5605,0.4580
2.492,1.0926,16.532,0.92331,1.6316,0.15200,0.3822,2.326,5.118,0.2712,2.4586,0.09340,219.23,2.137,27.919,0.005396,1.4696,5.159,103.06,19320.8,62.28,348.54,0.1677,0.2225,0.3213,0.002606,0.8488,0.02815,0.4667,4.463,4.0403,0.07167,17.925,567.40,66.15,0.7472,2.1077,4.0115,0.4747,9.365,548.6,124.09,2.5915,10561.88,3.7970,0.3955,0.10502,0.032941,2393.4,45.92,6.0381,0.2336,1.4257,0.784,4.091,9.304,0.012037,0.6009,19.308,0.01881,0.5531,0.4536
2.484,1.0722,16.494,0.91598,1.6193,0.15010,0.3795,2.310,5.060,0.2687,2.4356,0.09359,219.25,2.119,27.780,0.005395,1.4609,5.144,103.50,19330.3,61.71,347.29,0.1664,0.2218,0.3180,0.002595,0.8424,0.02755,0.4723,4.434,4.0726,0.07138,17.903,563.05,65.84,0.7438,2.0823,3.9524,0.4662,9.300,542.9,123.30,2.5787,10552.25,3.7489,0.3911,0.10412,0.032325,2285.0,45.77,5.9919,0.2333,1.3918,0.779,4.080,9.173,0.011914,0.5977,19.017,0.01863,0.5521,0.4361
2.477,1.0576,16.167,0.91128,1.5834,0.14979,0.3765,2.299,5.008,0.2657,2.4164,0.09327,218.41,2.117,28.133,0.005356,1.4527,5.116,103.33,18846.9,60.74,345.72,0.1638,0.2206,0.3150,0.002589,0.8365,0.02716,0.4602,4.376,4.0169,0.07101,17.770,557.24,65.61,0.7488,2.0657,3.9012,0.4573,9.260,535.6,121.30,2.5454,10537.96,3.7267,0.3905,0.10324,0.030929,2199.1,45.50,5.9647,0.2327,1.3788,0.765,4.061,9.080,0.011746,0.5917,18.787,0.01855,0.5420,0.4148
2.481,1.0596,16.283,0.91517,1.5953,0.14951,0.3766,2.299,5.020,0.2671,2.4102,0.09371,218.91,2.133,28.365,0.005359,1.4563,5.103,102.86,19311.6,60.91,346.62,0.1645,0.2206,0.3180,0.002611,0.8539,0.02716,0.4616,4.416,4.0451,0.07119,17.855,562.05,65.91,0.7435,2.0780,3.9104,0.4595,9.261,539.1,122.10,2.5309,10537.85,3.7326,0.3918,0.10355,0.031102,2260.9,45.66,6.0105,0.2329,1.3866,0.763,4.064,9.074,0.011826,0.5947,18.780,0.01889,0.5444,0.4149
2.473,0.9846,16.049,0.90693,1.5502,0.14694,0.3686,2.265,4.927,0.2651,2.3720,0.09284,217.55,2.100,28.132,0.005324,1.4353,5.077,101.73,18250.3,59.77,345.01,0.1632,0.2185,0.3127,0.002597,0.8400,0.02681,0.4510,4.335,3.9657,0.07071,17.515,557.24,65.36,0.7310,2.0264,3.8829,0.4521,9.193,528.0,120.44,2.4859,10535.39,3.6358,0.3862,0.10079,0.030300,2110.4,45.44,5.9054,0.2319,1.3627,0.741,4.054,8.955,0.011712,0.5826,18.298,0.01870,0.5338,0.4002
2.475,0.9628,16.017,0.90898,1.5633,0.14780,0.3697,2.268,4.935,0.2667,2.3670,0.09280,218.22,2.111,28.294,0.005333,1.4233,5.118,101.56,17550.1,59.99,345.86,0.1630,0.2189,0.3169,0.002601,0.8403,0.02694,0.4526,4.321,3.9598,0.07076,17.667,558.40,65.44,0.7549,2.0327,3.8314,0.4489,9.207,527.3,121.76,2.5068,10543.99,3.6306,0.3888,0.10104,0.030340,2159.7,45.54,5.9115,0.2324,1.3507,0.723,4.039,8.968,0.011778,0.5832,18.530,0.01851,0.5381,0.4005
2.473,0.9577,15.954,0.90664,1.5602,0.14750,0.3691,2.261,4.926,0.2663,2.3615,0.09255,217.71,2.106,28.251,0.005324,1.4252,5.111,101.77,18207.9,59.90,345.64,0.1625,0.2188,0.3127,0.002597,0.8361,0.02677,0.4530,4.367,3.9248,0.07054,17.449,558.25,65.46,0.7768,2.0326,3.7633,0.4387,9.141,524.3,119.79,2.5027,10541.29,3.6269,0.3903,0.10099,0.030097,2128.0,45.47,5.8420,0.2321,1.3396,0.720,4.028,8.966,0.011669,0.5794,18.622,0.01845,0.5292,0.3946
2.479,0.9690,16.019,0.91488,1.5716,0.15036,0.3738,2.277,4.948,0.2693,2.3828,0.09276,218.75,2.117,28.402,0.005369,1.4391,5.139,102.31,18279.1,60.54,346.71,0.1643,0.2197,0.3146,0.002607,0.8428,0.02691,0.4551,4.438,3.9378,0.07083,17.784,561.08,65.77,0.7708,2.0273,3.7963,0.4445,9.198,528.0,120.03,2.5180,10561.49,3.6676,0.3920,0.10207,0.031785,2134.3,45.72,5.8830,0.2329,1.3455,0.719,4.060,9.073,0.011715,0.5846,18.830,0.01869,0.5365,0.3948
2.477,0.9648,15.985,0.91213,1.5618,0.15045,0.3734,2.273,4.964,0.2662,2.3768,0.09265,219.03,2.107,28.334,0.005355,1.4427,5.138,101.96,17906.8,60.51,346.47,0.1625,0.2191,0.3132,0.002599,0.8390,0.02662,0.4540,4.483,3.9042,0.07073,17.600,552.75,65.83,0.7617,2.0379,3.7815,0.4420,9.172,525.6,119.11,2.5110,10557.05,3.6465,0.3900,0.10189,0.031536,2125.3,45.68,5.8717,0.2324,1.3349,0.715,4.068,9.092,0.011706,0.5819,18.557,0.01867,0.5339,0.3988
2.492,0.9851,16.376,0.92686,1.5847,0.15054,0.3796,2.305,5.032,0.2697,2.3975,0.09367,220.93,2.139,28.484,0.005424,1.4563,5.167,102.65,18356.1,61.18,348.89,0.1686,0.2216,0.3167,0.002613,0.8552,0.02686,0.4626,4.484,3.9614,0.07125,17.828,560.00,66.20,0.7684,2.0659,3.8577,0.4563,9.296,533.8,121.73,2.5392,10611.02,3.7037,0.3960,0.10433,0.032035,2203.8,46.10,5.9710,0.2344,1.3618,0.727,4.110,9.250,0.011844,0.5888,18.949,0.01906,0.5433,0.4119
2.488,0.9836,16.396,0.92156,1.5913,0.15056,0.3800,2.295,5.206,0.2698,2.3971,0.09377,220.61,2.134,28.547,0.005421,1.4480,5.157,103.31,18317.8,61.10,348.18,0.1663,0.2217,0.3165,0.002608,0.8586,0.02672,0.4649,4.505,3.9679,0.07122,17.986,558.42,66.15,0.7821,2.0625,3.8339,0.4555,9.279,533.3,120.64,2.5541,10607.86,3.7086,0.3961,0.10344,0.031716,2189.2,46.02,5.9510,0.2339,1.3484,0.725,4.093,9.230,0.011758,0.5891,18.915,0.01907,0.5401,0.4154
